step,rigid_cable_0,rigid_cable_1,rigid_cable_2,rigid_cable_3,rigid_cable_4,rigid_cable_5,com_x,com_y,com_z,target_com_x,target_com_y,target_com_z
0.0,0.7050391661902479,0.7029376028543362,0.7022862644693595,0.7048169780674224,0.7031998083536112,0.7012040940291955,0.09141540000000002,-0.25986726666666665,0.33138309666666665,0.07274522325337879,-0.3265221585641165,0.34138309666666666
1.0,0.633654062990625,0.7876914002113293,0.7582918828272596,0.6315661472021905,0.7130023519316628,0.6951584540365838,0.10072841248763045,-0.2684788839372458,0.3428316385830292,0.08288100052072282,-0.32685567877875993,0.3528316385830292
2.0,0.5531594232101738,0.93962179294992,0.7543708728908474,0.5381043114855119,0.7056714820987755,0.72839945948012,0.11517219646861346,-0.2787987740020916,0.3616649563496638,0.08743985301957682,-0.3534808175481327,0.3716649563496638
3.0,0.481914227347948,1.1351456505632136,0.6990702730797577,0.4897653880417256,0.6622196283480266,0.7512408401646746,0.12622928533964936,-0.2896031061306186,0.37371384672334634,0.10557313293091997,-0.34374226135768904,0.38371384672334635
4.0,0.4799268236799331,1.1420363124259978,0.697303632100414,0.49103929708448874,0.6603114409978688,0.7488062447778343,0.13729254749580608,-0.30019391711592874,0.3716204713081097,0.11798112681942176,-0.3613147362586449,0.3816204713081097
5.0,0.4789532003529046,1.1391125033606952,0.6889112576522115,0.48951461025051535,0.664785638137052,0.7582063676675359,0.146558966731308,-0.310971561597676,0.3590518148059514,0.146558966731308,-0.310971561597676,0.3590518148059514
6.0,0.4789532003529046,1.1391125033606952,0.6889112576522115,0.48951461025051535,0.664785638137052,0.7582063676675359,0.14838992478580088,-0.3162085003825711,0.35353766786151236,0.14838992478580088,-0.3162085003825711,0.35353766786151236
7.0,0.4789532003529046,1.1391125033606952,0.6889112576522115,0.48951461025051535,0.664785638137052,0.7582063676675359,0.14789992149484255,-0.321271165254693,0.34726427675283567,0.14789992149484255,-0.321271165254693,0.34726427675283567
8.0,0.4789532003529046,1.1391125033606952,0.6889112576522115,0.48951461025051535,0.664785638137052,0.7582063676675359,0.14542980091408766,-0.32599775508400863,0.3394000203667573,0.14542980091408766,-0.32599775508400863,0.3394000203667573
9.0,0.4789532003529046,1.1391125033606952,0.6889112576522115,0.48951461025051535,0.664785638137052,0.7582063676675359,0.14177600483094965,-0.33081817945966585,0.3336573031017774,0.14177600483094965,-0.33081817945966585,0.3336573031017774
10.0,0.4789532003529046,1.1391125033606952,0.6889112576522115,0.48951461025051535,0.664785638137052,0.7582063676675359,0.13871494866618844,-0.3362195110645331,0.3328266098520708,0.13871494866618844,-0.3362195110645331,0.3328266098520708
11.0,0.4789532003529046,1.1391125033606952,0.6889112576522115,0.48951461025051535,0.664785638137052,0.7582063676675359,0.1366462968743946,-0.3423936688771423,0.3337680925646009,0.1366462968743946,-0.3423936688771423,0.3337680925646009
12.0,0.4789532003529046,1.1391125033606952,0.6889112576522115,0.48951461025051535,0.664785638137052,0.7582063676675359,0.1352024700665178,-0.34873184609078905,0.33487915032977783,0.1352024700665178,-0.34873184609078905,0.33487915032977783
13.0,0.4789532003529046,1.1391125033606952,0.6889112576522115,0.48951461025051535,0.664785638137052,0.7582063676675359,0.13393772060643597,-0.354339276687663,0.3349505676057164,0.13393772060643597,-0.354339276687663,0.3349505676057164
14.0,0.4789532003529046,1.1391125033606952,0.6889112576522115,0.48951461025051535,0.664785638137052,0.7582063676675359,0.1329242452085989,-0.3593333212587104,0.33410480654194746,0.1329242452085989,-0.3593333212587104,0.33410480654194746
15.0,0.4789532003529046,1.1391125033606952,0.6889112576522115,0.48951461025051535,0.664785638137052,0.7582063676675359,0.13206704659444501,-0.36430547876340125,0.33260370687101726,0.13206704659444501,-0.36430547876340125,0.33260370687101726
16.0,0.4789532003529046,1.1391125033606952,0.6889112576522115,0.48951461025051535,0.664785638137052,0.7582063676675359,0.13089633811636084,-0.36976999861364385,0.3306438969156324,0.13089633811636084,-0.36976999861364385,0.3306438969156324
17.0,0.4789532003529046,1.1391125033606952,0.6889112576522115,0.48951461025051535,0.664785638137052,0.7582063676675359,0.1290705862348058,-0.3759472255441823,0.32840982051781575,-0.049241232663869705,-0.5507741950324866,0.33840982051781576
18.0,0.008884064382674917,1.0407315133481214,0.7987886646875093,0.5216343127911703,1.2917494933058236,0.5577360900233541,0.12522620965577366,-0.39115028814295244,0.3193009307834063,-0.05629545087879363,-0.5479890169436531,0.32930093078340633
19.0,-0.13709918038054678,1.0973341913737664,0.729016812085167,0.9170833148886166,1.3782325821740564,0.2350094606664177,0.12077815590987141,-0.4062694805882508,0.3018891903948929,0.12077815590987141,-0.4062694805882508,0.3018891903948929
20.0,-0.13709918038054678,1.0973341913737664,0.729016812085167,0.9170833148886166,1.3782325821740564,0.2350094606664177,0.11780652291897217,-0.4103550672514028,0.29293935633217844,-0.12077098692047708,-0.6260554569047335,0.30293935633217844
21.0,-0.13728046009122297,1.0972285871171006,0.7292068292268246,0.9172711627093686,1.378410520238655,0.23482003703921622,0.11274128854867341,-0.4172299120258982,0.26698080215835174,-0.07445715551018178,-0.6147359207999251,0.27698080215835175
22.0,-0.14176951928184983,1.0149455959280655,0.6429234566795633,1.0218270617948837,1.4477074108631465,0.23408597242064327,0.10251123013576764,-0.4193112651548683,0.2689612434379408,-0.1001022421497698,-0.6257210325015613,0.2789612434379408
23.0,-0.12186272807190558,0.9964561830953701,0.6005345073626559,1.0510201669794732,1.478424200009187,0.2152163457321396,0.08799619083320204,-0.4298989214945895,0.2815151245678246,-0.12016089301416083,-0.636072742746417,0.29151512456782464
24.0,-0.12230841532359372,0.9957130714572107,0.6000532029585347,1.0519026399133462,1.478060496157986,0.21643799317705337,0.0738671827591227,-0.4438637700739585,0.2999835240238973,0.0738671827591227,-0.4438637700739585,0.2999835240238973
25.0,-0.12230841532359372,0.9957130714572107,0.6000532029585347,1.0519026399133462,1.478060496157986,0.21643799317705337,0.06555669205470442,-0.4500690999166434,0.3079444182003276,0.06555669205470442,-0.4500690999166434,0.3079444182003276
